ds,yhat,title,zip,avgtemp_f,totalprecip_mm,lockdown_probability
2024-05-01 22:17:33,1045.652917427261,FCI MANCHESTER,40962,63.9,0.0,0.5012845384121479
2024-05-02 22:17:33,1043.5739926676117,FCI MANCHESTER,40962,67.6,0.0,0.5098931325839747
2024-05-03 22:17:33,1041.9855707330896,FCI MANCHESTER,40962,60.0,0.0,0.4921467250952238
2024-05-04 22:17:33,1038.844146259518,FCI MANCHESTER,40962,60.0,0.0,0.49211285602546806
2024-05-05 22:17:33,1036.7311878978148,FCI MANCHESTER,40962,60.0,0.0,0.4920900753389122
2024-05-06 22:17:33,1033.7742948930982,FCI MANCHESTER,40962,60.0,0.0,0.4920581958956765
2024-05-07 22:17:33,1033.4555420589986,FCI MANCHESTER,40962,60.0,0.0,0.4920547592980467
2024-05-08 22:17:33,1032.7324893033383,FCI MANCHESTER,40962,60.0,0.0,0.4920469637893233
2024-05-01 22:17:49,1230.4689496321712,FCI MARIANNA,32446,75.4,0.0,0.5300714088242221
2024-05-02 22:17:49,1229.6096329413108,FCI MARIANNA,32446,76.2,0.0,0.5319214460507118
2024-05-03 22:17:49,1226.5259791839803,FCI MARIANNA,32446,60.0,0.0,0.49413645186718086
2024-05-04 22:17:49,1228.544103667457,FCI MARIANNA,32446,60.0,0.0,0.49415821255920994
2024-05-05 22:17:49,1228.923718636621,FCI MARIANNA,32446,60.0,0.0,0.4941623058098976
2024-05-06 22:17:49,1230.8338474927054,FCI MARIANNA,32446,60.0,0.0,0.4941829020492266
2024-05-07 22:17:49,1229.0056793428307,FCI MARIANNA,32446,60.0,0.0,0.4941631895626032
2024-05-08 22:17:49,1229.4757985453448,FCI MARIANNA,32446,60.0,0.0,0.4941682586889454
2024-05-01 22:18:07,1314.2579464558585,FCI MARION,62959,69.7,2.54,0.5273304004665014
2024-05-02 22:18:07,1335.3856900995402,FCI MARION,62959,71.1,8.79,0.5543681284912518
2024-05-03 22:18:07,1356.5134337685506,FCI MARION,62959,60.0,0.0,0.49553810034763734
2024-05-04 22:18:07,1377.6411774122323,FCI MARION,62959,60.0,0.0,0.495765927000074
2024-05-05 22:18:07,1398.7689210559138,FCI MARION,62959,60.0,0.0,0.4959937554108061
2024-05-06 22:18:07,1419.896664724925,FCI MARION,62959,60.0,0.0,0.4962215854855085
2024-05-07 22:18:07,1441.0244084550704,FCI MARION,62959,60.0,0.0,0.49644941712996604
2024-05-08 22:18:07,1462.1521520987524,FCI MARION,62959,60.0,0.0,0.49667725024798337
2024-05-01 22:18:22,1539.1072440925157,USP MCCREARY,42635,65.9,0.0,0.5112702063236029
2024-05-02 22:18:22,1541.7130443269718,USP MCCREARY,42635,69.2,0.0,0.5189901579833491
2024-05-03 22:18:22,1542.3580838631751,USP MCCREARY,42635,60.0,0.0,0.4975421706235748
2024-05-04 22:18:22,1543.78629870152,USP MCCREARY,42635,60.0,0.0,0.49755757227792297
2024-05-05 22:18:22,1543.5037582963469,USP MCCREARY,42635,60.0,0.0,0.49755452540425277
2024-05-06 22:18:22,1546.0397585758758,USP MCCREARY,42635,60.0,0.0,0.49758187326023107
2024-05-07 22:18:22,1545.5236843518455,USP MCCREARY,42635,60.0,0.0,0.49757630799012675
2024-05-08 22:18:22,1546.4363379306571,USP MCCREARY,42635,60.0,0.0,0.4975861499152828
2024-05-01 22:18:40,1584.589181655826,FCI MCDOWELL,24801,62.1,0.03,0.503010868167326
2024-05-02 22:18:40,1587.083709310173,FCI MCDOWELL,24801,67.3,0.0,0.5150512267242746
2024-05-03 22:18:40,1581.2677784393816,FCI MCDOWELL,24801,60.0,0.0,0.49796176849604645
2024-05-04 22:18:40,1585.7409234631396,FCI MCDOWELL,24801,60.0,0.0,0.49801000659582173
2024-05-05 22:18:40,1585.2118714149847,FCI MCDOWELL,24801,60.0,0.0,0.49800430133161316
2024-05-06 22:18:40,1584.4689756071707,FCI MCDOWELL,24801,60.0,0.0,0.49799628999054846
2024-05-07 22:18:40,1583.387757022114,FCI MCDOWELL,24801,60.0,0.0,0.49798463020004663
2024-05-08 22:18:40,1583.6486500029848,FCI MCDOWELL,24801,60.0,0.0,0.497987443652688
2024-05-01 22:18:55,1078.4549408033938,FCI MCKEAN,16738,56.7,0.0,0.48484493223369096
2024-05-02 22:18:55,1078.29301529905,FCI MCKEAN,16738,56.7,0.09,0.48518462353152053
2024-05-03 22:18:55,1077.6563107988945,FCI MCKEAN,16738,60.0,0.0,0.4925313119099099
2024-05-04 22:18:55,1075.5805298377918,FCI MCKEAN,16738,60.0,0.0,0.49250893147194286
2024-05-05 22:18:55,1076.6728484828286,FCI MCKEAN,16738,60.0,0.0,0.49252070851507807
2024-05-06 22:18:55,1081.7004209818356,FCI MCKEAN,16738,60.0,0.0,0.49257491435981265
2024-05-07 22:18:55,1076.5897452693418,FCI MCKEAN,16738,60.0,0.0,0.49251981252153887
2024-05-08 22:18:55,1075.0378085267255,FCI MCKEAN,16738,60.0,0.0,0.4925030800210464
2024-05-01 22:19:13,1087.6404480130666,FCI MEMPHIS,38134,73.6,0.0,0.5243486944586115
2024-05-02 22:19:13,1090.488368528304,FCI MEMPHIS,38134,72.0,1.48,0.5262613779041088
2024-05-03 22:19:13,1092.4462242152313,FCI MEMPHIS,38134,60.0,0.0,0.49269077311199533
2024-05-04 22:19:13,1091.2537650354245,FCI MEMPHIS,38134,60.0,0.0,0.49267791625539864
2024-05-05 22:19:13,1093.3177235630392,FCI MEMPHIS,38134,60.0,0.0,0.492700169449934
2024-05-06 22:19:13,1090.9970739559553,FCI MEMPHIS,38134,60.0,0.0,0.4926751486647385
2024-05-07 22:19:13,1094.1988665419385,FCI MEMPHIS,38134,60.0,0.0,0.4927096697688868
2024-05-08 22:19:13,1091.9067338903624,FCI MEMPHIS,38134,60.0,0.0,0.49268495643391624
2024-05-01 22:19:29,939.0852105909406,FCI MENDOTA,93640,63.9,0.0,0.5001353034909837
2024-05-02 22:19:29,936.7284105490672,FCI MENDOTA,93640,60.0,0.0,0.4910119428670249
2024-05-03 22:19:29,936.0911164020926,FCI MENDOTA,93640,60.0,0.0,0.491005072440144
2024-05-04 22:19:29,935.9988668461991,FCI MENDOTA,93640,60.0,0.0,0.4910040779328944
2024-05-05 22:19:29,936.8472476213784,FCI MENDOTA,93640,60.0,0.0,0.4910132240048783
2024-05-06 22:19:29,936.3452737694021,FCI MENDOTA,93640,60.0,0.0,0.49100781241407465
2024-05-07 22:19:29,938.4949309196212,FCI MENDOTA,93640,60.0,0.0,0.4910309870719709
2024-05-08 22:19:29,937.14268046017,FCI MENDOTA,93640,60.0,0.0,0.4910164089558902
2024-05-01 22:19:46,1031.8634847494973,FCI MIAMI,33177,77.7,7.0,0.5596268962068214
2024-05-02 22:19:46,1034.2763006743317,FCI MIAMI,33177,78.2,5.61,0.5555956770903469
2024-05-03 22:19:46,1036.8630034583266,FCI MIAMI,33177,60.0,0.0,0.49209149649656203
2024-05-04 22:19:46,1034.8987945920887,FCI MIAMI,33177,60.0,0.0,0.49207031956799174
2024-05-05 22:19:46,1037.674961884252,FCI MIAMI,33177,60.0,0.0,0.49210025055636525
2024-05-06 22:19:46,1037.5937276093912,FCI MIAMI,33177,60.0,0.0,0.4920993747358126
2024-05-07 22:19:46,1039.9490735807547,FCI MIAMI,33177,60.0,0.0,0.49212476872142935
2024-05-08 22:19:46,1038.0458441530784,FCI MIAMI,33177,60.0,0.0,0.49210424919320006
2024-05-01 22:20:02,941.7854251851347,FDC MIAMI,33132,77.4,9.5,0.5673222104335714
2024-05-02 22:20:02,943.2879810469506,FDC MIAMI,33132,77.8,4.76,0.550511594292737
2024-05-03 22:20:02,928.4308196484279,FDC MIAMI,33132,60.0,0.0,0.49092248994811205
2024-05-04 22:20:02,939.7247881469423,FDC MIAMI,33132,60.0,0.0,0.49104424572476624
2024-05-05 22:20:02,947.4333049735769,FDC MIAMI,33132,60.0,0.0,0.4911273487857592
2024-05-06 22:20:02,928.6492850025322,FDC MIAMI,33132,60.0,0.0,0.4909248451259251
2024-05-07 22:20:02,945.5643723277543,FDC MIAMI,33132,60.0,0.0,0.49110720037386285
2024-05-08 22:20:02,937.6962621985347,FDC MIAMI,33132,60.0,0.0,0.4910223769156641
2024-05-01 22:20:20,1592.2331574060404,FCI MILAN,48160,59.4,0.44,0.4983509254631159
2024-05-02 22:20:20,1595.798009302488,FCI MILAN,48160,57.4,0.11,0.4924707658022999
2024-05-03 22:20:20,1599.5594845011005,FCI MILAN,48160,60.0,0.0,0.4981590252731828
2024-05-04 22:20:20,1598.049969989706,FCI MILAN,48160,60.0,0.0,0.49814274672711756
2024-05-05 22:20:20,1601.80224685226,FCI MILAN,48160,60.0,0.0,0.4981832111427682
2024-05-06 22:20:20,1596.87160619311,FCI MILAN,48160,60.0,0.0,0.4981300393002783
2024-05-07 22:20:20,1601.4310176785016,FCI MILAN,48160,60.0,0.0,0.4981792078199454
2024-05-08 22:20:20,1600.2509928601705,FCI MILAN,48160,60.0,0.0,0.4981664824738677
2024-05-01 22:20:36,735.3608429749821,FPC MONTGOMERY,36112,73.0,0.0,0.5191597284671168
2024-05-02 22:20:36,740.9350435042269,FPC MONTGOMERY,36112,73.4,0.0,0.5201515276922741
2024-05-03 22:20:36,744.0348132577285,FPC MONTGOMERY,36112,60.0,0.0,0.4889347527925038
2024-05-04 22:20:36,745.4477469974928,FPC MONTGOMERY,36112,60.0,0.0,0.48894998257136385
2024-05-05 22:20:36,748.8606069185018,FPC MONTGOMERY,36112,60.0,0.0,0.4889867693079938
2024-05-06 22:20:36,751.8347303592699,FPC MONTGOMERY,36112,60.0,0.0,0.48901882706315375
2024-05-07 22:20:36,752.2944238519049,FPC MONTGOMERY,36112,60.0,0.0,0.48902378205769886
2024-05-08 22:20:36,751.2061018502822,FPC MONTGOMERY,36112,60.0,0.0,0.4890120511368529
2024-05-01 22:20:53,410.5664488020414,FPC MORGANTOWN,26501,61.0,0.0,0.48767234015705024
2024-05-02 22:20:53,430.3496676415804,FPC MORGANTOWN,26501,64.9,0.0,0.4969821353078213
2024-05-03 22:20:53,450.13288648111944,FPC MORGANTOWN,26501,60.0,0.0,0.48576732148100304
2024-05-04 22:20:53,469.9161053229807,FPC MORGANTOWN,26501,60.0,0.0,0.48598049557348283
2024-05-05 22:20:53,489.6993241733862,FPC MORGANTOWN,26501,60.0,0.0,0.4861936747669152
2024-05-06 22:20:53,509.48254301292513,FPC MORGANTOWN,26501,60.0,0.0,0.4864068589836472
2024-05-07 22:20:53,529.2657618524642,FPC MORGANTOWN,26501,60.0,0.0,0.4866200481463449
2024-05-08 22:20:53,549.0489806943255,FPC MORGANTOWN,26501,60.0,0.0,0.48683324217757457
2024-05-01 22:21:09,0.0,MCC NEW YORK,10007,58.3,0.11,0.4773761451124
2024-05-02 22:21:09,0.0,MCC NEW YORK,10007,62.0,0.01,0.48561724310414345
2024-05-03 22:21:09,0.0,MCC NEW YORK,10007,60.0,0.0,0.48091846513752784
2024-05-04 22:21:09,0.0,MCC NEW YORK,10007,60.0,0.0,0.48091846513752784
2024-05-05 22:21:09,0.0,MCC NEW YORK,10007,60.0,0.0,0.48091846513752784
2024-05-06 22:21:09,0.0,MCC NEW YORK,10007,60.0,0.0,0.48091846513752784
2024-05-07 22:21:09,0.0,MCC NEW YORK,10007,60.0,0.0,0.48091846513752784
2024-05-08 22:21:09,0.0,MCC NEW YORK,10007,60.0,0.0,0.48091846513752784
2024-05-01 22:21:27,1145.6713618790643,FCI OAKDALE II,71463,73.9,6.35,0.549641480575484
2024-05-02 22:21:27,1146.242639209931,FCI OAKDALE II,71463,72.4,3.41,0.5350907523342424
2024-05-03 22:21:27,1145.2239655460264,FCI OAKDALE II,71463,60.0,0.0,0.49325982161039067
2024-05-04 22:21:27,1149.3661903149864,FCI OAKDALE II,71463,60.0,0.0,0.49330448374912755
2024-05-05 22:21:27,1151.090111007304,FCI OAKDALE II,71463,60.0,0.0,0.49332307137293924
2024-05-06 22:21:27,1152.9770315709295,FCI OAKDALE II,71463,60.0,0.0,0.4933434165119171
2024-05-07 22:21:27,1153.258670205054,FCI OAKDALE II,71463,60.0,0.0,0.49334645319551385
2024-05-08 22:21:27,1151.2743110591414,FCI OAKDALE II,71463,60.0,0.0,0.4933250574522109
2024-05-01 22:21:43,873.5527070811202,FCI OAKDALE I,71463,73.9,6.35,0.5467341889350856
2024-05-02 22:21:43,875.9202754040779,FCI OAKDALE I,71463,72.4,3.41,0.5321887705752555
2024-05-03 22:21:43,878.7384536997803,FCI OAKDALE I,71463,60.0,0.0,0.49038678932777163
2024-05-04 22:21:43,879.1555685200543,FCI OAKDALE I,71463,60.0,0.0,0.49039128587736097
2024-05-05 22:21:43,883.2977808801105,FCI OAKDALE I,71463,60.0,0.0,0.49043593952554276
2024-05-06 22:21:43,882.9242001723015,FCI OAKDALE I,71463,60.0,0.0,0.4904319122652227
2024-05-07 22:21:43,887.2879132667547,FCI OAKDALE I,71463,60.0,0.0,0.49047895387394563
2024-05-08 22:21:43,885.5267380873538,FCI OAKDALE I,71463,60.0,0.0,0.49045996806973546
2024-05-01 22:22:01,1316.3459413425014,FTC OKLAHOMA CITY,73169,71.6,4.49,0.5391371949080273
2024-05-02 22:22:01,1332.2379376127435,FTC OKLAHOMA CITY,73169,69.0,14.47,0.5707405978983014
2024-05-03 22:22:01,1346.5524368903662,FTC OKLAHOMA CITY,73169,60.0,0.0,0.4954306886355805
2024-05-04 22:22:01,1280.9451173593052,FTC OKLAHOMA CITY,73169,60.0,0.0,0.4947232408727355
2024-05-05 22:22:01,1328.1820474144556,FTC OKLAHOMA CITY,73169,60.0,0.0,0.4952325976295022
2024-05-06 22:22:01,1303.4443790964788,FTC OKLAHOMA CITY,73169,60.0,0.0,0.4949658495585698
2024-05-07 22:22:01,1345.4275862576792,FTC OKLAHOMA CITY,73169,60.0,0.0,0.49541855913975047
2024-05-08 22:22:01,1322.7391864075137,FTC OKLAHOMA CITY,73169,60.0,0.0,0.4951739066264801
2024-05-01 22:22:16,1068.3016354062956,FCI OTISVILLE,10963,60.2,0.17,0.4935423589446903
2024-05-02 22:22:16,1067.8407222522599,FCI OTISVILLE,10963,57.6,0.01,0.486866566073782
2024-05-03 22:22:16,1064.4051006303446,FCI OTISVILLE,10963,60.0,0.0,0.49238844191684095
2024-05-04 22:22:16,1066.837132544912,FCI OTISVILLE,10963,60.0,0.0,0.4924146631565009
2024-05-05 22:22:16,1068.7650502486201,FCI OTISVILLE,10963,60.0,0.0,0.49243544925884847
2024-05-06 22:22:16,1071.2751315098324,FCI OTISVILLE,10963,60.0,0.0,0.4924625120745652
2024-05-07 22:22:16,1067.9460037166762,FCI OTISVILLE,10963,60.0,0.0,0.4924266185960169
2024-05-08 22:22:16,1068.1294295283474,FCI OTISVILLE,10963,60.0,0.0,0.4924285962262224
2024-05-01 22:22:34,1125.995896762565,FCI OXFORD,53952,57.7,1.68,0.49406551011994215
2024-05-02 22:22:34,1128.567820804944,FCI OXFORD,53952,52.8,26.1,0.5748211365168456
2024-05-03 22:22:34,1130.1868732568182,FCI OXFORD,53952,60.0,0.0,0.49309769015381105
2024-05-04 22:22:34,1136.9839404224404,FCI OXFORD,53952,60.0,0.0,0.4931709766447025
2024-05-05 22:22:34,1133.1655969072744,FCI OXFORD,53952,60.0,0.0,0.49312980694057235
2024-05-06 22:22:34,1134.652495068071,FCI OXFORD,53952,60.0,0.0,0.4931458387918006
2024-05-07 22:22:34,1131.2645724185177,FCI OXFORD,53952,60.0,0.0,0.4931093099677587
2024-05-08 22:22:34,1133.7900459649402,FCI OXFORD,53952,60.0,0.0,0.493136539796998
2024-05-01 22:22:49,1318.2870765606915,FCI PEKIN,61554,65.9,2.82,0.519588680709304
2024-05-02 22:22:49,1318.1888732111222,FCI PEKIN,61554,67.3,25.65,0.607832635515549
2024-05-03 22:22:49,1315.7394185290004,FCI PEKIN,61554,60.0,0.0,0.4950984275113981
2024-05-04 22:22:49,1321.4325665744416,FCI PEKIN,61554,60.0,0.0,0.4951598172126494
2024-05-05 22:22:49,1322.2303935771165,FCI PEKIN,61554,60.0,0.0,0.49516842026101066
2024-05-06 22:22:49,1328.574817062332,FCI PEKIN,61554,60.0,0.0,0.4952368329153806
2024-05-07 22:22:49,1326.2825588344654,FCI PEKIN,61554,60.0,0.0,0.49521211520830266
2024-05-08 22:22:49,1328.7635579807134,FCI PEKIN,61554,60.0,0.0,0.49523886813334134
2024-05-01 22:23:07,441.93337007535706,FPC PENSACOLA,32509,76.7,0.0,0.524617143161834
2024-05-02 22:23:07,443.67959552511945,FPC PENSACOLA,32509,76.1,0.0,0.5232393055894506
2024-05-03 22:23:07,441.0265062900651,FPC PENSACOLA,32509,60.0,0.0,0.4856691974087616
2024-05-04 22:23:07,443.84471765601825,FPC PENSACOLA,32509,60.0,0.0,0.48569956439302164
2024-05-05 22:23:07,442.8238993905016,FPC PENSACOLA,32509,60.0,0.0,0.4856885647898763
2024-05-06 22:23:07,445.4898722957589,FPC PENSACOLA,32509,60.0,0.0,0.48571729142487097
2024-05-07 22:23:07,441.0132953912609,FPC PENSACOLA,32509,60.0,0.0,0.4856690550580284
2024-05-08 22:23:07,442.7249309211521,FPC PENSACOLA,32509,60.0,0.0,0.485687498377596
2024-05-01 22:23:22,1625.1916106381316,FCI PETERSBURG MEDIUM,23860,67.7,1.26,0.5211716910662557
2024-05-02 22:23:22,1626.4644061941474,FCI PETERSBURG MEDIUM,23860,68.8,0.0,0.518970931793205
2024-05-03 22:23:22,1629.4221060955479,FCI PETERSBURG MEDIUM,23860,60.0,0.0,0.4984810633865199
2024-05-04 22:23:22,1627.3322556848875,FCI PETERSBURG MEDIUM,23860,60.0,0.0,0.4984585264234278
2024-05-05 22:23:22,1625.7579650225553,FCI PETERSBURG MEDIUM,23860,60.0,0.0,0.4984415492648055
2024-05-06 22:23:22,1617.03223931085,FCI PETERSBURG MEDIUM,23860,60.0,0.0,0.4983474510599559
2024-05-07 22:23:22,1628.3085581625146,FCI PETERSBURG MEDIUM,23860,60.0,0.0,0.4984690548761703
2024-05-08 22:23:22,1621.8446531458399,FCI PETERSBURG MEDIUM,23860,60.0,0.0,0.49839934810499525
2024-05-01 22:23:40,645.5868623987234,FCI PETERSBURG LOW,23860,67.7,1.26,0.5106185970401217
2024-05-02 22:23:40,643.9361563437885,FCI PETERSBURG LOW,23860,68.8,0.0,0.5083835657774777
2024-05-03 22:23:40,641.4976887611995,FCI PETERSBURG LOW,23860,60.0,0.0,0.4878295787401207
2024-05-04 22:23:40,642.1276905590586,FCI PETERSBURG LOW,23860,60.0,0.0,0.48783636872500064
2024-05-05 22:23:40,641.4007713761304,FCI PETERSBURG LOW,23860,60.0,0.0,0.4878285341917872
2024-05-06 22:23:40,642.2785176539459,FCI PETERSBURG LOW,23860,60.0,0.0,0.48783799429831937
2024-05-07 22:23:40,639.9207579909962,FCI PETERSBURG LOW,23860,60.0,0.0,0.48781258303675346
2024-05-08 22:23:40,639.6645867422635,FCI PETERSBURG LOW,23860,60.0,0.0,0.48780982209984813
2024-05-01 22:23:55,902.7169309886082,FDC PHILADELPHIA,19106,68.1,1.07,0.5136015204930069
2024-05-02 22:23:55,900.8289794752402,FDC PHILADELPHIA,19106,67.1,0.0,0.5071880236285048
2024-05-03 22:23:55,896.8109915191749,FDC PHILADELPHIA,19106,60.0,0.0,0.49058161494751346
2024-05-04 22:23:55,906.6291934659604,FDC PHILADELPHIA,19106,60.0,0.0,0.4906874583570834
2024-05-05 22:23:55,907.8180679163347,FDC PHILADELPHIA,19106,60.0,0.0,0.4907002748671033
2024-05-06 22:23:55,903.7324157774495,FDC PHILADELPHIA,19106,60.0,0.0,0.4906562300644033
2024-05-07 22:23:55,908.052747184856,FDC PHILADELPHIA,19106,60.0,0.0,0.4907028047985976
2024-05-08 22:23:55,897.6545700982351,FDC PHILADELPHIA,19106,60.0,0.0,0.4905907089658785
2024-05-01 22:24:13,1197.6479863513655,FCI PHOENIX,85086,73.6,0.0,0.5255320754550113
2024-05-02 22:24:13,1198.8875936275665,FCI PHOENIX,85086,60.0,0.0,0.4938384396191838
2024-05-03 22:24:13,1204.0089603605595,FCI PHOENIX,85086,60.0,0.0,0.4938936606830286
2024-05-04 22:24:13,1203.8241982860536,FCI PHOENIX,85086,60.0,0.0,0.4938916684859935
2024-05-05 22:24:13,1198.8698450259228,FCI PHOENIX,85086,60.0,0.0,0.49383824824539996
2024-05-06 22:24:13,1205.740753375795,FCI PHOENIX,85086,60.0,0.0,0.493912333750321
2024-05-07 22:24:13,1198.0906400821027,FCI PHOENIX,85086,60.0,0.0,0.49382984649241546
2024-05-08 22:24:13,1196.787272387271,FCI PHOENIX,85086,60.0,0.0,0.4938157929787216
2024-05-01 22:24:28,1548.1587413394798,FCI POLLOCK,71467,73.9,5.43,0.5504800843429904
2024-05-02 22:24:28,1547.658312440009,FCI POLLOCK,71467,70.3,6.76,0.5471578810312964
2024-05-03 22:24:28,1547.212275587117,FCI POLLOCK,71467,60.0,0.0,0.4975945175170333
2024-05-04 22:24:28,1547.033361985101,FCI POLLOCK,71467,60.0,0.0,0.49759258813797835
2024-05-05 22:24:28,1548.9710308651154,FCI POLLOCK,71467,60.0,0.0,0.4976134836897473
2024-05-06 22:24:28,1550.1444484496121,FCI POLLOCK,71467,60.0,0.0,0.4976261376658719
2024-05-07 22:24:28,1547.401902261202,FCI POLLOCK,71467,60.0,0.0,0.4975965624244249
2024-05-08 22:24:28,1548.2964436386403,FCI POLLOCK,71467,60.0,0.0,0.4976062090339487
2024-05-01 22:24:46,1189.6521292178595,USP POLLOCK,71467,73.9,5.43,0.546650404428837
2024-05-02 22:24:46,1193.3690158966303,USP POLLOCK,71467,70.3,6.76,0.5433685163058046
2024-05-03 22:24:46,1195.7463075693036,USP POLLOCK,71467,60.0,0.0,0.4938045688213063
2024-05-04 22:24:46,1194.129063744435,USP POLLOCK,71467,60.0,0.0,0.4937871309732099
2024-05-05 22:24:46,1200.7476748922968,USP POLLOCK,71467,60.0,0.0,0.4938584959016097
2024-05-06 22:24:46,1203.4836993941167,USP POLLOCK,71467,60.0,0.0,0.49388799705726083
2024-05-07 22:24:46,1204.5532830318102,USP POLLOCK,71467,60.0,0.0,0.49389952984325997
2024-05-08 22:24:46,1202.1794151737618,USP POLLOCK,71467,60.0,0.0,0.49387393362093873
2024-05-01 22:25:02,652.1615175859877,FCI RAY BROOK,12977,48.8,0.36,0.4632453524826449
2024-05-02 22:25:02,651.8262859439562,FCI RAY BROOK,12977,47.6,1.67,0.46540527463789816
2024-05-03 22:25:02,653.8076909896834,FCI RAY BROOK,12977,60.0,0.0,0.48796225334495874
2024-05-04 22:25:02,649.7223417449163,FCI RAY BROOK,12977,60.0,0.0,0.4879182221244277
2024-05-05 22:25:02,649.2689779164218,FCI RAY BROOK,12977,60.0,0.0,0.48791333585538454
2024-05-06 22:25:02,651.3017239845216,FCI RAY BROOK,12977,60.0,0.0,0.48793524442358926
2024-05-07 22:25:02,650.8196295247953,FCI RAY BROOK,12977,60.0,0.0,0.48793004849280003
2024-05-08 22:25:02,650.624170708985,FCI RAY BROOK,12977,60.0,0.0,0.4879279418721982
2024-05-01 22:25:20,682.7389325987723,FMC ROCHESTER,55904,55.7,0.33,0.4795043381082338
2024-05-02 22:25:20,683.7646646663898,FMC ROCHESTER,55904,51.6,11.31,0.5116289243865701
2024-05-03 22:25:20,686.1938346552769,FMC ROCHESTER,55904,60.0,0.0,0.48831131241600234
2024-05-04 22:25:20,686.4622739552785,FMC ROCHESTER,55904,60.0,0.0,0.4883142057129525
2024-05-05 22:25:20,687.2055360611149,FMC ROCHESTER,55904,60.0,0.0,0.48832221675708953
2024-05-06 22:25:20,688.0973121213265,FMC ROCHESTER,55904,60.0,0.0,0.4883318285255445
2024-05-07 22:25:20,690.5915272824449,FMC ROCHESTER,55904,60.0,0.0,0.488358711798725
2024-05-08 22:25:20,691.2478777379451,FMC ROCHESTER,55904,60.0,0.0,0.4883657861188575
2024-05-01 22:25:35,680.0275875058333,FCI SAFFORD,85546,70.9,0.0,0.5136695729388208
2024-05-02 22:25:35,682.9862475770682,FCI SAFFORD,85546,60.0,0.0,0.4882767404079905
2024-05-03 22:25:35,681.2752699260661,FCI SAFFORD,85546,60.0,0.0,0.48825829919827296
2024-05-04 22:25:35,678.4392022472579,FCI SAFFORD,85546,60.0,0.0,0.4882277316462567
2024-05-05 22:25:35,685.1114855039609,FCI SAFFORD,85546,60.0,0.0,0.48829964663023623
2024-05-06 22:25:35,678.7549427282543,FCI SAFFORD,85546,60.0,0.0,0.4882311347389642
2024-05-07 22:25:35,686.4826819953214,FCI SAFFORD,85546,60.0,0.0,0.48831442567526273
2024-05-08 22:25:35,681.3567489977632,FCI SAFFORD,85546,60.0,0.0,0.4882591773929171
2024-05-01 22:25:53,636.5483502586338,MCC SAN DIEGO,92101,62.1,0.0,0.49267373916413093
2024-05-02 22:25:53,628.5963935962534,MCC SAN DIEGO,92101,60.0,0.0,0.48769053314555255
2024-05-03 22:25:53,627.6017383940505,MCC SAN DIEGO,92101,60.0,0.0,0.4876798131825343
2024-05-04 22:25:53,615.943132350576,MCC SAN DIEGO,92101,60.0,0.0,0.4875541626231145
2024-05-05 22:25:53,619.4897844970569,MCC SAN DIEGO,92101,60.0,0.0,0.4875923864804392
2024-05-06 22:25:53,625.174459670439,MCC SAN DIEGO,92101,60.0,0.0,0.4876536530712166
2024-05-07 22:25:53,628.7200391830917,MCC SAN DIEGO,92101,60.0,0.0,0.4876918657449324
2024-05-08 22:25:53,633.2433067493415,MCC SAN DIEGO,92101,60.0,0.0,0.48774061571296495
2024-05-01 22:26:09,1170.7249283257413,FCI SANDSTONE,55072,51.6,2.78,0.48449778923680953
2024-05-02 22:26:09,1171.5428459476375,FCI SANDSTONE,55072,47.4,18.39,0.5339240234159074
2024-05-03 22:26:09,1174.4453104122451,FCI SANDSTONE,55072,60.0,0.0,0.49357489314279734
2024-05-04 22:26:09,1177.9918660247656,FCI SANDSTONE,55072,60.0,0.0,0.49361313330630463
2024-05-05 22:26:09,1177.8980097834626,FCI SANDSTONE,55072,60.0,0.0,0.49361212131556587
2024-05-06 22:26:09,1181.3584481691785,FCI SANDSTONE,55072,60.0,0.0,0.4936494330040823
2024-05-07 22:26:09,1183.120273220319,FCI SANDSTONE,55072,60.0,0.0,0.49366842966124946
2024-05-08 22:26:09,1181.3030797893823,FCI SANDSTONE,55072,60.0,0.0,0.4936488360017834
2024-05-01 22:26:26,1160.928463504244,FCI SCHUYLKILL,17954,61.6,0.0,0.4971616901623216
2024-05-02 22:26:26,1169.702592426591,FCI SCHUYLKILL,17954,61.5,0.0,0.49702301055344383
2024-05-03 22:26:26,1176.2980009503897,FCI SCHUYLKILL,17954,60.0,0.0,0.49359486947016606
2024-05-04 22:26:26,1167.6233564318118,FCI SCHUYLKILL,17954,60.0,0.0,0.49350133673677643
2024-05-05 22:26:26,1175.1560698117344,FCI SCHUYLKILL,17954,60.0,0.0,0.4935825567853027
2024-05-06 22:26:26,1167.4109121464116,FCI SCHUYLKILL,17954,60.0,0.0,0.493499046101651
2024-05-07 22:26:26,1176.3721244674798,FCI SCHUYLKILL,17954,60.0,0.0,0.4935956686950781
2024-05-08 22:26:26,1171.5272941188136,FCI SCHUYLKILL,17954,60.0,0.0,0.4935434301594094
2024-05-01 22:26:42,1730.9222473614402,FCI SEAGOVILLE,75159,73.1,1.9,0.5372839001367257
2024-05-02 22:26:42,1730.4646828161876,FCI SEAGOVILLE,75159,74.4,12.11,0.5784955293363768
2024-05-03 22:26:42,1733.1445474211944,FCI SEAGOVILLE,75159,60.0,0.0,0.4995996128906082
